0.0002932548522949 0.800000 1.000000
0.0004143714904785 0.800000 2.000000
0.0005078315734863 0.800000 3.000000
0.0005860328674316 0.800000 4.000000
0.0006556510925293 0.800000 5.000000
0.0007176399230957 0.800000 6.000000
0.0007748603820801 0.800000 7.000000
0.0008292198181152 0.800000 8.000000
0.0008788108825684 0.800000 9.000000
0.0009264945983887 0.800000 10.000000
0.0009722709655762 0.800000 11.000000
0.0010151863098145 0.800000 12.000000
0.0010561943054199 0.800000 13.000000
0.0010962486267090 0.800000 14.000000
0.0011353492736816 0.800000 15.000000
0.0011725425720215 0.800000 16.000000
0.0012078285217285 0.800000 17.000000
0.0012431144714355 0.800000 18.000000
0.0012774467468262 0.800000 19.000000
0.0013108253479004 0.800000 20.000000
0.0002961158752441 0.801000 1.000000
0.0004181861877441 0.801000 2.000000
0.0005125999450684 0.801000 3.000000
0.0005917549133301 0.801000 4.000000
0.0006613731384277 0.801000 5.000000
0.0007243156433105 0.801000 6.000000
0.0007824897766113 0.801000 7.000000
0.0008358955383301 0.801000 8.000000
0.0008873939514160 0.801000 9.000000
0.0009350776672363 0.801000 10.000000
0.0009808540344238 0.801000 11.000000
0.0010237693786621 0.801000 12.000000
0.0010657310485840 0.801000 13.000000
0.0011057853698730 0.801000 14.000000
0.0011448860168457 0.801000 15.000000
0.0011830329895020 0.801000 16.000000
0.0012192726135254 0.801000 17.000000
0.0012545585632324 0.801000 18.000000
0.0012888908386230 0.801000 19.000000
0.0013222694396973 0.801000 20.000000
0.0002980232238770 0.802000 1.000000
0.0004220008850098 0.802000 2.000000
0.0005164146423340 0.802000 3.000000
0.0005965232849121 0.802000 4.000000
0.0006670951843262 0.802000 5.000000
0.0007309913635254 0.802000 6.000000
0.0007891654968262 0.802000 7.000000
0.0008435249328613 0.802000 8.000000
0.0008950233459473 0.802000 9.000000
0.0009436607360840 0.802000 10.000000
0.0009894371032715 0.802000 11.000000
0.0010333061218262 0.802000 12.000000
0.0010752677917480 0.802000 13.000000
0.0011162757873535 0.802000 14.000000
0.0011553764343262 0.802000 15.000000
0.0011935234069824 0.802000 16.000000
0.0012297630310059 0.802000 17.000000
0.0012660026550293 0.802000 18.000000
0.0013003349304199 0.802000 19.000000
0.0013337135314941 0.802000 20.000000
0.0003008842468262 0.803000 1.000000
0.0004258155822754 0.803000 2.000000
0.0005211830139160 0.803000 3.000000
0.0006022453308105 0.803000 4.000000
0.0006728172302246 0.803000 5.000000
0.0007376670837402 0.803000 6.000000
0.0007958412170410 0.803000 7.000000
0.0008511543273926 0.803000 8.000000
0.0009026527404785 0.803000 9.000000
0.0009522438049316 0.803000 10.000000
0.0009980201721191 0.803000 11.000000
0.0010428428649902 0.803000 12.000000
0.0010848045349121 0.803000 13.000000
0.0011258125305176 0.803000 14.000000
0.0011658668518066 0.803000 15.000000
0.0012040138244629 0.803000 16.000000
0.0012412071228027 0.803000 17.000000
0.0012764930725098 0.803000 18.000000
0.0013117790222168 0.803000 19.000000
0.0013461112976074 0.803000 20.000000
0.0003037452697754 0.804000 1.000000
0.0004296302795410 0.804000 2.000000
0.0005259513854980 0.804000 3.000000
0.0006070137023926 0.804000 4.000000
0.0006794929504395 0.804000 5.000000
0.0007443428039551 0.804000 6.000000
0.0008034706115723 0.804000 7.000000
0.0008587837219238 0.804000 8.000000
0.0009112358093262 0.804000 9.000000
0.0009598731994629 0.804000 10.000000
0.0010075569152832 0.804000 11.000000
0.0010523796081543 0.804000 12.000000
0.0010952949523926 0.804000 13.000000
0.0011363029479980 0.804000 14.000000
0.0011763572692871 0.804000 15.000000
0.0012145042419434 0.804000 16.000000
0.0012516975402832 0.804000 17.000000
0.0012888908386230 0.804000 18.000000
0.0013241767883301 0.804000 19.000000
0.0013585090637207 0.804000 20.000000
0.0003066062927246 0.805000 1.000000
0.0004334449768066 0.805000 2.000000
0.0005307197570801 0.805000 3.000000
0.0006127357482910 0.805000 4.000000
0.0006852149963379 0.805000 5.000000
0.0007510185241699 0.805000 6.000000
0.0008111000061035 0.805000 7.000000
0.0008664131164551 0.805000 8.000000
0.0009188652038574 0.805000 9.000000
0.0009694099426270 0.805000 10.000000
0.0010161399841309 0.805000 11.000000
0.0010619163513184 0.805000 12.000000
0.0011048316955566 0.805000 13.000000
0.0011467933654785 0.805000 14.000000
0.0011868476867676 0.805000 15.000000
0.0012259483337402 0.805000 16.000000
0.0012631416320801 0.805000 17.000000
0.0013003349304199 0.805000 18.000000
0.0013356208801270 0.805000 19.000000
0.0013699531555176 0.805000 20.000000
0.0003094673156738 0.806000 1.000000
0.0004372596740723 0.806000 2.000000
0.0005354881286621 0.806000 3.000000
0.0006184577941895 0.806000 4.000000
0.0006909370422363 0.806000 5.000000
0.0007576942443848 0.806000 6.000000
0.0008177757263184 0.806000 7.000000
0.0008749961853027 0.806000 8.000000
0.0009274482727051 0.806000 9.000000
0.0009779930114746 0.806000 10.000000
0.0010256767272949 0.806000 11.000000
0.0010714530944824 0.806000 12.000000
0.0011143684387207 0.806000 13.000000
0.0011572837829590 0.806000 14.000000
0.0011973381042480 0.806000 15.000000
0.0012364387512207 0.806000 16.000000
0.0012745857238770 0.806000 17.000000
0.0013117790222168 0.806000 18.000000
0.0013480186462402 0.806000 19.000000
0.0013823509216309 0.806000 20.000000
0.0003123283386230 0.807000 1.000000
0.0004410743713379 0.807000 2.000000
0.0005402565002441 0.807000 3.000000
0.0006241798400879 0.807000 4.000000
0.0006976127624512 0.807000 5.000000
0.0007643699645996 0.807000 6.000000
0.0008254051208496 0.807000 7.000000
